0: TP: 1	FP:1	FN:0
1: TP: 1	FP:17	FN:0
2: TP: 1	FP:0	FN:0
3: TP: 0	FP:0	FN:1
4: TP: 1	FP:2	FN:1
5: TP: 1	FP:2	FN:1
6: TP: 0	FP:0	FN:2
7: TP: 1	FP:0	FN:0
8: TP: 1	FP:0	FN:1
9: TP: 0	FP:1	FN:1
10: TP: 1	FP:0	FN:0
11: TP: 0	FP:0	FN:2
12: TP: 0	FP:0	FN:1
13: TP: 0	FP:0	FN:1
14: TP: 0	FP:0	FN:1
15: TP: 1	FP:0	FN:0
16: TP: 0	FP:0	FN:2
17: TP: 1	FP:0	FN:0
18: TP: 0	FP:0	FN:1
19: TP: 1	FP:0	FN:0
20: TP: 0	FP:1	FN:1
21: TP: 0	FP:1	FN:1
22: TP: 1	FP:0	FN:0
23: TP: 1	FP:0	FN:0
24: TP: 1	FP:0	FN:0
25: TP: 1	FP:0	FN:0
26: TP: 1	FP:0	FN:0
27: TP: 0	FP:1	FN:1
28: TP: 0	FP:0	FN:1
29: TP: 0	FP:0	FN:1
30: TP: 1	FP:0	FN:0
31: TP: 1	FP:0	FN:0
32: TP: 1	FP:0	FN:0
33: TP: 0	FP:0	FN:1
34: TP: 1	FP:0	FN:1
35: TP: 1	FP:1	FN:0
36: TP: 0	FP:0	FN:1
37: TP: 0	FP:0	FN:1
38: TP: 1	FP:0	FN:0
39: TP: 1	FP:3	FN:1
40: TP: 1	FP:0	FN:0
41: TP: 1	FP:0	FN:0
42: TP: 1	FP:0	FN:0
43: TP: 1	FP:2	FN:0
44: TP: 1	FP:1	FN:0
45: TP: 1	FP:0	FN:0
46: TP: 1	FP:0	FN:0
47: TP: 1	FP:1	FN:0
48: TP: 1	FP:1	FN:0
49: TP: 0	FP:1	FN:1
50: TP: 1	FP:0	FN:0
51: TP: 0	FP:0	FN:1
52: TP: 0	FP:0	FN:1
53: TP: 1	FP:0	FN:1
54: TP: 1	FP:0	FN:1
55: TP: 2	FP:0	FN:0
56: TP: 0	FP:0	FN:1
57: TP: 0	FP:0	FN:3
58: TP: 1	FP:0	FN:0
59: TP: 1	FP:0	FN:0
60: TP: 0	FP:0	FN:1
61: TP: 0	FP:0	FN:1
62: TP: 0	FP:1	FN:1
63: TP: 1	FP:1	FN:0
64: TP: 1	FP:0	FN:0
65: TP: 1	FP:1	FN:0
66: TP: 1	FP:0	FN:0
67: TP: 1	FP:0	FN:0
68: TP: 1	FP:1	FN:0
69: TP: 1	FP:0	FN:0
70: TP: 1	FP:0	FN:0
71: TP: 1	FP:0	FN:0
72: TP: 1	FP:0	FN:0
73: TP: 1	FP:0	FN:0
74: TP: 0	FP:0	FN:1
75: TP: 0	FP:1	FN:1
76: TP: 1	FP:0	FN:0
77: TP: 0	FP:0	FN:1
78: TP: 1	FP:0	FN:0
79: TP: 1	FP:0	FN:0
80: TP: 1	FP:0	FN:0
81: TP: 0	FP:0	FN:1
82: TP: 1	FP:2	FN:1
83: TP: 1	FP:0	FN:0
84: TP: 0	FP:0	FN:1
85: TP: 1	FP:0	FN:0
86: TP: 1	FP:0	FN:0
87: TP: 1	FP:0	FN:0
88: TP: 1	FP:2	FN:0
89: TP: 1	FP:1	FN:0
90: TP: 1	FP:0	FN:0
91: TP: 1	FP:0	FN:0
92: TP: 0	FP:0	FN:1
93: TP: 1	FP:0	FN:0
94: TP: 1	FP:0	FN:0
95: TP: 1	FP:0	FN:0
96: TP: 1	FP:0	FN:0
97: TP: 1	FP:0	FN:1
98: TP: 1	FP:0	FN:0
99: TP: 1	FP:0	FN:0
100: TP: 0	FP:0	FN:1
101: TP: 2	FP:1	FN:0
102: TP: 1	FP:4	FN:0
103: TP: 0	FP:0	FN:2
104: TP: 1	FP:1	FN:0
105: TP: 1	FP:0	FN:0
106: TP: 0	FP:3	FN:1
107: TP: 1	FP:0	FN:0
108: TP: 0	FP:0	FN:1
109: TP: 1	FP:0	FN:1
110: TP: 1	FP:0	FN:1
111: TP: 1	FP:0	FN:0
112: TP: 1	FP:0	FN:0
113: TP: 2	FP:0	FN:0
114: TP: 1	FP:0	FN:0
115: TP: 0	FP:0	FN:1
116: TP: 1	FP:0	FN:0
117: TP: 1	FP:0	FN:1
118: TP: 0	FP:0	FN:1
119: TP: 1	FP:0	FN:0
120: TP: 1	FP:0	FN:0
121: TP: 1	FP:0	FN:0
122: TP: 1	FP:0	FN:0
123: TP: 1	FP:0	FN:0
124: TP: 0	FP:0	FN:1
125: TP: 1	FP:1	FN:0
126: TP: 1	FP:1	FN:0
127: TP: 1	FP:0	FN:0
128: TP: 1	FP:0	FN:0
129: TP: 1	FP:0	FN:0
130: TP: 1	FP:1	FN:0
131: TP: 2	FP:0	FN:0
132: TP: 1	FP:0	FN:0
133: TP: 1	FP:1	FN:0
134: TP: 0	FP:0	FN:1
135: TP: 1	FP:0	FN:0
136: TP: 1	FP:0	FN:0
137: TP: 0	FP:0	FN:1
138: TP: 1	FP:0	FN:0
139: TP: 0	FP:1	FN:1
140: TP: 0	FP:0	FN:1
141: TP: 1	FP:0	FN:0
142: TP: 1	FP:0	FN:0
143: TP: 1	FP:0	FN:0
144: TP: 1	FP:0	FN:0
145: TP: 1	FP:0	FN:1
146: TP: 1	FP:0	FN:0
147: TP: 1	FP:0	FN:0
148: TP: 1	FP:2	FN:0
149: TP: 1	FP:0	FN:0
150: TP: 1	FP:1	FN:0
151: TP: 0	FP:0	FN:2
152: TP: 1	FP:0	FN:1
153: TP: 0	FP:0	FN:1
154: TP: 1	FP:0	FN:0
155: TP: 1	FP:0	FN:0
156: TP: 0	FP:0	FN:1
157: TP: 1	FP:0	FN:1
158: TP: 1	FP:0	FN:0
159: TP: 1	FP:0	FN:0
160: TP: 0	FP:1	FN:1
161: TP: 1	FP:0	FN:0
162: TP: 1	FP:0	FN:0
163: TP: 1	FP:1	FN:0
164: TP: 0	FP:0	FN:1
165: TP: 0	FP:1	FN:1
166: TP: 0	FP:0	FN:2
167: TP: 1	FP:0	FN:0
168: TP: 1	FP:1	FN:0
169: TP: 0	FP:0	FN:1
170: TP: 0	FP:0	FN:1
171: TP: 0	FP:0	FN:1
172: TP: 0	FP:1	FN:1
173: TP: 0	FP:0	FN:2
174: TP: 1	FP:0	FN:0
175: TP: 0	FP:1	FN:1
176: TP: 0	FP:0	FN:1
177: TP: 0	FP:0	FN:1
178: TP: 1	FP:0	FN:0
179: TP: 0	FP:1	FN:1
180: TP: 0	FP:1	FN:1
181: TP: 1	FP:1	FN:0
182: TP: 1	FP:0	FN:1
183: TP: 0	FP:0	FN:1
184: TP: 0	FP:0	FN:1
185: TP: 0	FP:0	FN:2
186: TP: 0	FP:0	FN:1
187: TP: 1	FP:0	FN:0
188: TP: 1	FP:0	FN:0
189: TP: 1	FP:2	FN:1
190: TP: 0	FP:2	FN:1
191: TP: 0	FP:0	FN:1
192: TP: 1	FP:0	FN:1
193: TP: 0	FP:0	FN:1
194: TP: 0	FP:0	FN:1
195: TP: 0	FP:1	FN:1
196: TP: 1	FP:0	FN:0
197: TP: 0	FP:0	FN:1
198: TP: 1	FP:0	FN:0
199: TP: 1	FP:1	FN:0
200: TP: 1	FP:0	FN:0
201: TP: 1	FP:0	FN:0
202: TP: 0	FP:1	FN:1
203: TP: 1	FP:0	FN:0
204: TP: 0	FP:0	FN:2
205: TP: 2	FP:1	FN:0
206: TP: 1	FP:0	FN:0
207: TP: 0	FP:0	FN:1
208: TP: 1	FP:1	FN:0
209: TP: 0	FP:0	FN:1
210: TP: 0	FP:0	FN:1
211: TP: 0	FP:0	FN:1
212: TP: 0	FP:0	FN:1
213: TP: 1	FP:0	FN:1
214: TP: 0	FP:0	FN:1
215: TP: 0	FP:1	FN:1
216: TP: 0	FP:2	FN:1
217: TP: 1	FP:0	FN:0
218: TP: 0	FP:0	FN:1
219: TP: 1	FP:1	FN:0
220: TP: 1	FP:0	FN:0
221: TP: 1	FP:0	FN:0
222: TP: 1	FP:0	FN:1
223: TP: 0	FP:1	FN:1
224: TP: 0	FP:1	FN:1
225: TP: 0	FP:0	FN:2
226: TP: 1	FP:2	FN:0
227: TP: 1	FP:0	FN:0
228: TP: 0	FP:0	FN:1
229: TP: 1	FP:0	FN:0
230: TP: 1	FP:0	FN:0
231: TP: 1	FP:0	FN:1
232: TP: 1	FP:0	FN:0
233: TP: 1	FP:0	FN:1
234: TP: 1	FP:0	FN:0
235: TP: 1	FP:0	FN:0
236: TP: 0	FP:0	FN:1
237: TP: 1	FP:0	FN:0
238: TP: 0	FP:0	FN:2
239: TP: 1	FP:1	FN:0
240: TP: 1	FP:0	FN:0
241: TP: 1	FP:1	FN:0
242: TP: 1	FP:0	FN:0
243: TP: 1	FP:0	FN:0
244: TP: 0	FP:1	FN:1
245: TP: 0	FP:0	FN:1
246: TP: 1	FP:0	FN:0
247: TP: 1	FP:0	FN:0
248: TP: 0	FP:0	FN:1
249: TP: 1	FP:0	FN:0
{'TP': 166, 'FP': 92, 'FN': 124},0.5724137931034483,0.6434108527131783,0.6058394160583942
