1.01	2	{'TP': 203, 'FP': 418, 'FN': 87}	0.7	0.32689210950080516	0.44566410537870477
1.01	4	{'TP': 184, 'FP': 243, 'FN': 106}	0.6344827586206897	0.4309133489461358	0.5132496513249651
1.01	6	{'TP': 175, 'FP': 170, 'FN': 115}	0.603448275862069	0.5072463768115942	0.5511811023622047
1.01	8	{'TP': 166, 'FP': 125, 'FN': 124}	0.5724137931034483	0.570446735395189	0.5714285714285714
1.01	10	{'TP': 166, 'FP': 92, 'FN': 124}	0.5724137931034483	0.6434108527131783	0.6058394160583942
1.01	12	{'TP': 159, 'FP': 79, 'FN': 131}	0.5482758620689655	0.6680672268907563	0.6022727272727273
1.02	2	{'TP': 179, 'FP': 257, 'FN': 111}	0.6172413793103448	0.4105504587155963	0.4931129476584022
1.02	4	{'TP': 168, 'FP': 130, 'FN': 122}	0.5793103448275863	0.5637583892617449	0.5714285714285715
1.02	6	{'TP': 157, 'FP': 83, 'FN': 133}	0.5413793103448276	0.6541666666666667	0.5924528301886792
1.02	8	{'TP': 144, 'FP': 57, 'FN': 146}	0.496551724137931	0.7164179104477612	0.5865580448065173
1.02	10	{'TP': 137, 'FP': 41, 'FN': 153}	0.4724137931034483	0.7696629213483146	0.5854700854700855
1.02	12	{'TP': 132, 'FP': 31, 'FN': 158}	0.45517241379310347	0.8098159509202454	0.5827814569536424
1.03	2	{'TP': 169, 'FP': 149, 'FN': 121}	0.5827586206896552	0.5314465408805031	0.555921052631579
1.03	4	{'TP': 148, 'FP': 79, 'FN': 142}	0.5103448275862069	0.6519823788546255	0.5725338491295939
1.03	6	{'TP': 139, 'FP': 47, 'FN': 151}	0.4793103448275862	0.7473118279569892	0.5840336134453782
1.03	8	{'TP': 127, 'FP': 34, 'FN': 163}	0.4379310344827586	0.7888198757763976	0.5631929046563194
1.03	10	{'TP': 120, 'FP': 27, 'FN': 170}	0.41379310344827586	0.8163265306122449	0.5491990846681922
1.03	12	{'TP': 113, 'FP': 14, 'FN': 177}	0.3896551724137931	0.889763779527559	0.5419664268585132
1.04	2	{'TP': 152, 'FP': 121, 'FN': 138}	0.5241379310344828	0.5567765567765568	0.5399644760213145
1.04	4	{'TP': 133, 'FP': 50, 'FN': 157}	0.4586206896551724	0.726775956284153	0.5623678646934461
1.04	6	{'TP': 125, 'FP': 36, 'FN': 165}	0.43103448275862066	0.7763975155279503	0.5543237250554324
1.04	8	{'TP': 114, 'FP': 23, 'FN': 176}	0.3931034482758621	0.8321167883211679	0.5339578454332553
1.04	10	{'TP': 110, 'FP': 19, 'FN': 180}	0.3793103448275862	0.8527131782945736	0.5250596658711217
1.04	12	{'TP': 101, 'FP': 12, 'FN': 189}	0.3482758620689655	0.8938053097345132	0.5012406947890818
1.05	2	{'TP': 149, 'FP': 93, 'FN': 141}	0.5137931034482759	0.6157024793388429	0.5601503759398496
1.05	4	{'TP': 127, 'FP': 35, 'FN': 163}	0.4379310344827586	0.7839506172839507	0.5619469026548672
1.05	6	{'TP': 118, 'FP': 20, 'FN': 172}	0.4068965517241379	0.855072463768116	0.5514018691588786
1.05	8	{'TP': 108, 'FP': 15, 'FN': 182}	0.3724137931034483	0.8780487804878049	0.5230024213075061
1.05	10	{'TP': 101, 'FP': 8, 'FN': 189}	0.3482758620689655	0.926605504587156	0.506265664160401
1.05	12	{'TP': 94, 'FP': 5, 'FN': 196}	0.32413793103448274	0.9494949494949495	0.48329048843187666
1.06	2	{'TP': 149, 'FP': 96, 'FN': 141}	0.5137931034482759	0.6081632653061224	0.5570093457943925
1.06	4	{'TP': 121, 'FP': 39, 'FN': 169}	0.41724137931034483	0.75625	0.5377777777777778
1.06	6	{'TP': 110, 'FP': 19, 'FN': 180}	0.3793103448275862	0.8527131782945736	0.5250596658711217
1.06	8	{'TP': 102, 'FP': 10, 'FN': 188}	0.35172413793103446	0.9107142857142857	0.5074626865671642
1.06	10	{'TP': 86, 'FP': 7, 'FN': 204}	0.296551724137931	0.9247311827956989	0.4490861618798955
1.06	12	{'TP': 80, 'FP': 6, 'FN': 210}	0.27586206896551724	0.9302325581395349	0.425531914893617
1.07	2	{'TP': 137, 'FP': 65, 'FN': 153}	0.4724137931034483	0.6782178217821783	0.556910569105691
1.07	4	{'TP': 116, 'FP': 24, 'FN': 174}	0.4	0.8285714285714286	0.5395348837209303
1.07	6	{'TP': 97, 'FP': 10, 'FN': 193}	0.33448275862068966	0.9065420560747663	0.48866498740554165
1.07	8	{'TP': 89, 'FP': 8, 'FN': 201}	0.30689655172413793	0.9175257731958762	0.45994832041343675
1.07	10	{'TP': 79, 'FP': 8, 'FN': 211}	0.27241379310344827	0.9080459770114943	0.4190981432360743
1.07	12	{'TP': 74, 'FP': 7, 'FN': 216}	0.25517241379310346	0.9135802469135802	0.39892183288409705
1.08	2	{'TP': 131, 'FP': 56, 'FN': 159}	0.4517241379310345	0.7005347593582888	0.549266247379455
1.08	4	{'TP': 109, 'FP': 23, 'FN': 181}	0.3758620689655172	0.8257575757575758	0.5165876777251185
1.08	6	{'TP': 98, 'FP': 12, 'FN': 192}	0.33793103448275863	0.8909090909090909	0.49
1.08	8	{'TP': 83, 'FP': 7, 'FN': 207}	0.28620689655172415	0.9222222222222223	0.4368421052631579
1.08	10	{'TP': 77, 'FP': 6, 'FN': 213}	0.2655172413793103	0.927710843373494	0.4128686327077748
1.08	12	{'TP': 67, 'FP': 5, 'FN': 223}	0.23103448275862068	0.9305555555555556	0.3701657458563536
1.1	2	{'TP': 122, 'FP': 36, 'FN': 168}	0.4206896551724138	0.7721518987341772	0.5446428571428571
1.1	4	{'TP': 99, 'FP': 11, 'FN': 191}	0.3413793103448276	0.9	0.495
1.1	6	{'TP': 84, 'FP': 8, 'FN': 206}	0.2896551724137931	0.9130434782608695	0.43979057591623044
1.1	8	{'TP': 71, 'FP': 5, 'FN': 219}	0.24482758620689654	0.9342105263157895	0.3879781420765027
1.1	10	{'TP': 61, 'FP': 4, 'FN': 229}	0.2103448275862069	0.9384615384615385	0.3436619718309859
1.1	12	{'TP': 57, 'FP': 3, 'FN': 233}	0.19655172413793104	0.95	0.32571428571428573
