1.01,3,{'TP': 115, 'FP': 3578, 'FN': 175},0.39655172413793105,0.031139994584348768,0.0577454180266131
1.01,5,{'TP': 106, 'FP': 2232, 'FN': 184},0.36551724137931035,0.045337895637296836,0.08066971080669712
1.01,7,{'TP': 102, 'FP': 1562, 'FN': 188},0.35172413793103446,0.06129807692307692,0.1044012282497441
1.01,10,{'TP': 94, 'FP': 1046, 'FN': 196},0.32413793103448274,0.0824561403508772,0.13146853146853146
1.03,3,{'TP': 105, 'FP': 963, 'FN': 185},0.3620689655172414,0.09831460674157304,0.15463917525773196
1.03,5,{'TP': 90, 'FP': 457, 'FN': 200},0.3103448275862069,0.16453382084095064,0.21505376344086022
1.03,7,{'TP': 77, 'FP': 269, 'FN': 213},0.2655172413793103,0.22254335260115607,0.24213836477987422
1.03,10,{'TP': 67, 'FP': 157, 'FN': 223},0.23103448275862068,0.29910714285714285,0.2607003891050583
1.05,3,{'TP': 83, 'FP': 433, 'FN': 207},0.28620689655172415,0.16085271317829458,0.20595533498759308
1.05,5,{'TP': 64, 'FP': 186, 'FN': 226},0.2206896551724138,0.256,0.23703703703703702
1.05,7,{'TP': 54, 'FP': 115, 'FN': 236},0.18620689655172415,0.31952662721893493,0.23529411764705885
1.05,10,{'TP': 40, 'FP': 63, 'FN': 250},0.13793103448275862,0.3883495145631068,0.20356234096692113
